Attached kprobe to mutex_lock and kretprobe to mutex_unlock
Attached kprobe to _raw_write_lock and kretprobe to _raw_write_unlock
Attached kprobe to _raw_read_lock and kretprobe to _raw_read_unlock
Tracing  locks for 30 seconds
TIME(s)            COMM             PID    LOCKTIME
10.632442045       b'ftdc'          335100 335080 18388517939027211552 10.632516     1375734.000000  74220 
10.632527534       b'ftdc'          335100 335080 18388517938844771920 10.632530     12327995.000000 2151  
10.632523734       b'ftdc'          335100 335080 18388517939027211552 10.632535     1386769.000000  11035 
10.632595789       b'ftdc'          335100 335080 18388517938844771920 10.632727     12459646.000000 131651
10.632591574       b'ftdc'          335100 335080 18388517939027208736 10.632734     1217086.000000  142108
10.632745877       b'ftdc'          335100 335080 18388517938844771920 10.632753     12466482.000000 6836  
10.632741717       b'ftdc'          335100 335080 18388517939027208736 10.632758     1233562.000000  16476 
10.632809497       b'ftdc'          335100 335080 18388517938844771920 10.632991     12647720.000000 181238
10.632805451       b'ftdc'          335100 335080 18388517939027210784 10.632997     1405402.000000  191104
10.633009100       b'ftdc'          335100 335080 18388517938844771920 10.633054     12692130.000000 44410 
10.633005204       b'ftdc'          335100 335080 18388517939027210784 10.633059     1459007.000000  53605 
10.633070309       b'ftdc'          335100 335080 18388517938844771920 10.633074     12695829.000000 3699  
10.633066475       b'ftdc'          335100 335080 18388517939027210784 10.633079     1471731.000000  12724 
10.632152249       b'ftdc'          335100 335080 18446744071655467912 10.632157     118544.000000   5055  
10.632417111       b'ftdc'          335100 335080 18446744071655467912 10.632421     122134.000000   3590  
10.651836613       b'ftdc'          335100 335080 18388517938844771920 10.651933     12792172.000000 96343 
10.651832418       b'ftdc'          335100 335080 18388517939027213600 10.651942     797800.000000   109202
10.651953775       b'ftdc'          335100 335080 18388517938844771920 10.651956     12794463.000000 2291  
10.651949820       b'ftdc'          335100 335080 18388517939027213600 10.651962     809736.000000   11936 
10.652042425       b'ftdc'          335100 335080 18388517939027207968 10.652063     449818.000000   20324 
10.652071674       b'ftdc'          335100 335080 18388517939027207968 10.652082     460003.000000   10185 
10.652115640       b'ftdc'          335100 335080 18446744071631907152 10.652133     479295.000000   17429 
10.652110935       b'ftdc'          335100 335080 18388517938844771920 10.652143     12826822.000000 32359 
10.652106929       b'ftdc'          335100 335080 18388517939027210016 10.652149     206232.000000   42004 
10.652160414       b'ftdc'          335100 335080 18388517938844771920 10.652163     12829112.000000 2290  
10.652156608       b'ftdc'          335100 335080 18388517939027210016 10.652168     218022.000000   11790 
10.652214309       b'ftdc'          335100 335080 18446744071631907152 10.652224     488845.000000   9550  
10.652210018       b'ftdc'          335100 335080 18388517938844771920 10.652234     12853102.000000 23990 
10.652206008       b'ftdc'          335100 335080 18388517939027206176 10.652239     191168.000000   33279 
10.652250408       b'ftdc'          335100 335080 18388517938844771920 10.652253     12855277.000000 2175  
10.652246638       b'ftdc'          335100 335080 18388517939027206176 10.652258     202153.000000   10985 
10.652295152       b'ftdc'          335100 335080 18446744071631907152 10.652305     498426.000000   9581  
10.652290648       b'ftdc'          335100 335080 18388517938844771920 10.652313     12877812.000000 22535 
10.652286567       b'ftdc'          335100 335080 18388517939027206432 10.652318     193892.000000   31790 
10.652329122       b'ftdc'          335100 335080 18388517938844771920 10.652331     12880033.000000 2221  
10.652325437       b'ftdc'          335100 335080 18388517939027206432 10.652337     204977.000000   11085 
11.002995131       b'mongod'        335091 335080 18388517939129510176 11.003034     38883.000000    38883 
11.003044080       b'mongod'        335091 335080 18388517939129510176 11.003046     41188.000000    2305  
11.003072745       b'mongod'        335091 335080 18388517939129509920 11.003087     14559.000000    14559 
11.003094475       b'mongod'        335091 335080 18388517939129509920 11.003096     16384.000000    1825  
11.003007980       b'mongod'        335091 335080 18388517964412566376 11.003012     83785.000000    3685  
11.003077549       b'mongod'        335091 335080 18388517964412566376 11.003080     85823.000000    2038  
11.630503276       b'ftdc'          335100 335080 18388517938844771920 11.630527     12903367.000000 23334 
11.630481020       b'ftdc'          335100 335080 18388517939027206432 11.630539     262667.000000   57690 
11.631898326       b'ftdc'          335100 335080 18388517938844771920 11.631918     12923117.000000 19750 
11.631892942       b'ftdc'          335100 335080 18388517939027206176 11.631927     235872.000000   33719 
11.631969165       b'ftdc'          335100 335080 18388517938844771920 11.631983     12937203.000000 14086 
11.631965055       b'ftdc'          335100 335080 18388517939027210016 11.631990     242553.000000   24531 
11.632312123       b'ftdc'          335100 335080 18388517938844771920 11.632470     13095550.000000 158347
11.632307698       b'ftdc'          335100 335080 18388517939027207968 11.632477     628930.000000   168927
11.632491056       b'ftdc'          335100 335080 18388517938844771920 11.632493     13097705.000000 2155  
11.632487200       b'ftdc'          335100 335080 18388517939027207968 11.632498     640166.000000   11236 
11.632572344       b'ftdc'          335100 335080 18388517938844771920 11.632599     13124716.000000 27011 
11.632568444       b'ftdc'          335100 335080 18388517939027213600 11.632605     846502.000000   36766 
11.632616619       b'ftdc'          335100 335080 18388517938844771920 11.632619     13126722.000000 2006  
11.632612890       b'ftdc'          335100 335080 18388517939027213600 11.632624     857401.000000   10899 
11.632739798       b'ftdc'          335100 335080 18388517938844771920 11.632850     13236442.000000 109720
11.632735623       b'ftdc'          335100 335080 18388517939027210784 11.632855     1591446.000000  119715
11.632866802       b'ftdc'          335100 335080 18388517938844771920 11.632869     13238611.000000 2169  
11.632862976       b'ftdc'          335100 335080 18388517939027210784 11.632874     1602732.000000  11286 
11.633013731       b'ftdc'          335100 335080 18388517938844771920 11.633082     13306450.000000 67839 
11.633009891       b'ftdc'          335100 335080 18388517939027208736 11.633087     1311101.000000  77539 
11.633098744       b'ftdc'          335100 335080 18388517938844771920 11.633101     13308576.000000 2126  
11.633095000       b'ftdc'          335100 335080 18388517939027208736 11.633106     1322141.000000  11040 
11.633170965       b'ftdc'          335100 335080 18388517938844771920 11.633307     13444583.000000 136007
11.633166799       b'ftdc'          335100 335080 18388517939027211552 11.633313     1533252.000000  146483
11.633324767       b'ftdc'          335100 335080 18388517938844771920 11.633332     13451534.000000 6951  
11.633320892       b'ftdc'          335100 335080 18388517939027211552 11.633337     1549483.000000  16231 
11.633392317       b'ftdc'          335100 335080 18388517938844771920 11.633583     13642497.000000 190963
11.633388301       b'ftdc'          335100 335080 18388517939027209760 11.633589     1872125.000000  201048
11.633601009       b'ftdc'          335100 335080 18388517938844771920 11.633648     13689127.000000 46630 
11.633597155       b'ftdc'          335100 335080 18388517939027209760 11.633653     1928104.000000  55979 
11.633665929       b'ftdc'          335100 335080 18388517938844771920 11.633669     13692657.000000 3530  
11.633661269       b'ftdc'          335100 335080 18388517939027209760 11.633675     1941564.000000  13460 
11.632703244       b'ftdc'          335100 335080 18446744071655467912 11.632708     127358.000000   5224  
11.632985885       b'ftdc'          335100 335080 18446744071655467912 11.632990     131089.000000   3731  
11.652227309       b'ftdc'          335100 335080 18388517938844771920 11.652328     13793200.000000 100543
11.652222844       b'ftdc'          335100 335080 18388517939027210272 11.652337     1457195.000000  113873
11.652349332       b'ftdc'          335100 335080 18388517938844771920 11.652352     13795434.000000 2234  
11.652345167       b'ftdc'          335100 335080 18388517939027210272 11.652358     1469634.000000  12439 
11.652449732       b'ftdc'          335100 335080 18388517939027208224 11.652478     1311454.000000  27793 
11.652486410       b'ftdc'          335100 335080 18388517939027208224 11.652497     1321709.000000  10255 
11.652532545       b'ftdc'          335100 335080 18446744071631907152 11.652550     515741.000000   17315 
11.652527510       b'ftdc'          335100 335080 18388517938844771920 11.652560     13827739.000000 32305 
11.652523340       b'ftdc'          335100 335080 18388517939027213856 11.652565     1098607.000000  42069 
11.652576854       b'ftdc'          335100 335080 18388517938844771920 11.652579     13830070.000000 2331  
11.652573105       b'ftdc'          335100 335080 18388517939027213856 11.652585     1110206.000000  11599 
11.652641573       b'ftdc'          335100 335080 18446744071631907152 11.652655     528927.000000   13186 
11.652637003       b'ftdc'          335100 335080 18388517938844771920 11.652665     13857596.000000 27526 
11.652632879       b'ftdc'          335100 335080 18388517939027207200 11.652670     1190503.000000  37019 
11.652681234       b'ftdc'          335100 335080 18388517938844771920 11.652683     13859561.000000 1965  
11.652677288       b'ftdc'          335100 335080 18388517939027207200 11.652688     1201673.000000  11170 
11.652725563       b'ftdc'          335100 335080 18446744071631907152 11.652737     540517.000000   11590 
11.652721234       b'ftdc'          335100 335080 18388517938844771920 11.652746     13884139.000000 24578 
11.652717249       b'ftdc'          335100 335080 18388517939027207456 11.652751     1071026.000000  33744 
11.652761882       b'ftdc'          335100 335080 18388517938844771920 11.652764     13886185.000000 2046  
11.652758192       b'ftdc'          335100 335080 18388517939027207456 11.652769     1081806.000000  10780 
12.003197295       b'mongod'        335091 335080 18388517939129509920 12.003219     37873.000000    21489 
12.003227840       b'mongod'        335091 335080 18388517939129509920 12.003230     39852.000000    1979  
12.003253317       b'mongod'        335091 335080 18388517939129510176 12.003266     53668.000000    12480 
12.003271442       b'mongod'        335091 335080 18388517939129510176 12.003273     55430.000000    1762  
12.003201667       b'mongod'        335091 335080 18388517964412566376 12.003204     88126.000000    2303  
12.003256394       b'mongod'        335091 335080 18388517964412566376 12.003258     89917.000000    1791  
12.630438434       b'ftdc'          335100 335080 18388517938844771920 12.630459     13906819.000000 20634 
12.630431289       b'ftdc'          335100 335080 18388517939027207456 12.630469     1119724.000000  37918 
12.631767285       b'ftdc'          335100 335080 18388517938844771920 12.631785     13924398.000000 17579 
12.631762080       b'ftdc'          335100 335080 18388517939027207200 12.631794     1233507.000000  31834 
12.631835809       b'ftdc'          335100 335080 18388517938844771920 12.631850     13938122.000000 13724 
12.631831729       b'ftdc'          335100 335080 18388517939027213856 12.631856     1134281.000000  24075 
12.632162766       b'ftdc'          335100 335080 18388517938844771920 12.632313     14088270.000000 150148
12.632157220       b'ftdc'          335100 335080 18388517939027208224 12.632320     1484083.000000  162374
12.632334050       b'ftdc'          335100 335080 18388517938844771920 12.632336     14090524.000000 2254  
12.632330194       b'ftdc'          335100 335080 18388517939027208224 12.632341     1495247.000000  11164 
12.632410349       b'ftdc'          335100 335080 18388517938844771920 12.632437     14117174.000000 26650 
12.632406308       b'ftdc'          335100 335080 18388517939027210272 12.632444     1507033.000000  37399 
12.632455192       b'ftdc'          335100 335080 18388517938844771920 12.632457     14119249.000000 2075  
12.632451392       b'ftdc'          335100 335080 18388517939027210272 12.632463     1518158.000000  11125 
12.632574977       b'ftdc'          335100 335080 18388517938844771920 12.632683     14227258.000000 108009
12.632570721       b'ftdc'          335100 335080 18388517939027209760 12.632689     2059904.000000  118340
12.632700495       b'ftdc'          335100 335080 18388517938844771920 12.632703     14229489.000000 2231  
12.632696611       b'ftdc'          335100 335080 18388517939027209760 12.632708     2071309.000000  11405 
12.632844929       b'ftdc'          335100 335080 18388517938844771920 12.632911     14296034.000000 66545 
12.632840914       b'ftdc'          335100 335080 18388517939027211552 12.632917     1625848.000000  76365 
12.632928599       b'ftdc'          335100 335080 18388517938844771920 12.632931     14298124.000000 2090  
12.632924804       b'ftdc'          335100 335080 18388517939027211552 12.632936     1636917.000000  11069 
12.633002972       b'ftdc'          335100 335080 18388517938844771920 12.633141     14436243.000000 138119
12.632998568       b'ftdc'          335100 335080 18388517939027208736 12.633147     1470988.000000  148847
12.633159141       b'ftdc'          335100 335080 18388517938844771920 12.633166     14443153.000000 6910  
12.633154951       b'ftdc'          335100 335080 18388517939027208736 12.633172     1487543.000000  16555 
12.633226146       b'ftdc'          335100 335080 18388517938844771920 12.633411     14628066.000000 184913
12.633222006       b'ftdc'          335100 335080 18388517939027210784 12.633417     1797754.000000  195022
12.633429219       b'ftdc'          335100 335080 18388517938844771920 12.633476     14674370.000000 46304 
12.633425018       b'ftdc'          335100 335080 18388517939027210784 12.633481     1853659.000000  55905 
12.633492031       b'ftdc'          335100 335080 18388517938844771920 12.633496     14677946.000000 3576  
12.633488278       b'ftdc'          335100 335080 18388517939027210784 12.633501     1866348.000000  12689 
12.632538253       b'ftdc'          335100 335080 18446744071655467912 12.632543     136267.000000   5178  
12.632816740       b'ftdc'          335100 335080 18446744071655467912 12.632821     140252.000000   3985  
12.660826279       b'ftdc'          335100 335080 18388517938844771920 12.660927     14778516.000000 100570
12.660821820       b'ftdc'          335100 335080 18388517939027213600 12.660936     971259.000000   113858
12.660949644       b'ftdc'          335100 335080 18388517938844771920 12.660952     14780761.000000 2245  
12.660945389       b'ftdc'          335100 335080 18388517939027213600 12.660958     983674.000000   12415 
12.661055433       b'ftdc'          335100 335080 18388517939027207968 12.661086     670855.000000   30689 
12.661095368       b'ftdc'          335100 335080 18388517939027207968 12.661106     681668.000000   10813 
12.661142257       b'ftdc'          335100 335080 18446744071631907152 12.661162     559767.000000   19250 
12.661137651       b'ftdc'          335100 335080 18388517938844771920 12.661173     14816186.000000 35425 
12.661133479       b'ftdc'          335100 335080 18388517939027210016 12.661179     287576.000000   45023 
12.661189947       b'ftdc'          335100 335080 18388517938844771920 12.661192     14818380.000000 2194  
12.661186066       b'ftdc'          335100 335080 18388517939027210016 12.661198     299636.000000   12060 
12.661257941       b'ftdc'          335100 335080 18446744071631907152 12.661270     571457.000000   11690 
12.661253595       b'ftdc'          335100 335080 18388517938844771920 12.661279     14844276.000000 25896 
12.661249615       b'ftdc'          335100 335080 18388517939027206176 12.661285     270957.000000   35085 
12.661295945       b'ftdc'          335100 335080 18388517938844771920 12.661298     14846571.000000 2295  
12.661292140       b'ftdc'          335100 335080 18388517939027206176 12.661304     282321.000000   11364 
12.661340975       b'ftdc'          335100 335080 18446744071631907152 12.661352     582092.000000   10635 
12.661336235       b'ftdc'          335100 335080 18388517938844771920 12.661360     14870236.000000 23665 
12.661332209       b'ftdc'          335100 335080 18388517939027206432 12.661365     295683.000000   33016 
12.661375969       b'ftdc'          335100 335080 18388517938844771920 12.661378     14872251.000000 2015  
12.661372340       b'ftdc'          335100 335080 18388517939027206432 12.661383     306537.000000   10854 
13.003413201       b'mongod'        335091 335080 18388517964412566376 13.003418     94721.000000    4804  
13.003494634       b'mongod'        335091 335080 18388517964412566376 13.003498     97681.000000    2960  
13.003400885       b'mongod'        335091 335080 18388517939129510176 13.003444     98616.000000    43186 
13.003456530       b'mongod'        335091 335080 18388517939129510176 13.003460     102121.000000   3505  
13.003489790       b'mongod'        335091 335080 18388517939129509920 13.003509     58876.000000    19024 
13.003518299       b'mongod'        335091 335080 18388517939129509920 13.003521     61647.000000    2771  
13.630384317       b'ftdc'          335100 335080 18388517938844771920 13.630402     14889997.000000 17746 
13.630379438       b'ftdc'          335100 335080 18388517939027206432 13.630412     338612.000000   32075 
13.631509912       b'ftdc'          335100 335080 18388517938844771920 13.631528     14907711.000000 17714 
13.631504711       b'ftdc'          335100 335080 18388517939027206176 13.631536     313241.000000   30920 
13.631577980       b'ftdc'          335100 335080 18388517938844771920 13.631593     14922357.000000 14646 
13.631573590       b'ftdc'          335100 335080 18388517939027210016 13.631599     325061.000000   25425 
13.631873522       b'ftdc'          335100 335080 18388517938844771920 13.632032     15080581.000000 158224
13.631868838       b'ftdc'          335100 335080 18388517939027207968 13.632039     851466.000000   169798
13.632052570       b'ftdc'          335100 335080 18388517938844771920 13.632055     15082767.000000 2186  
13.632048381       b'ftdc'          335100 335080 18388517939027207968 13.632060     863026.000000   11560 
13.632123470       b'ftdc'          335100 335080 18388517938844771920 13.632149     15108636.000000 25869 
13.632119190       b'ftdc'          335100 335080 18388517939027213600 13.632155     1019613.000000  35939 
13.632166764       b'ftdc'          335100 335080 18388517938844771920 13.632169     15110707.000000 2071  
13.632162829       b'ftdc'          335100 335080 18388517939027213600 13.632174     1030903.000000  11290 
13.632279948       b'ftdc'          335100 335080 18388517938844771920 13.632388     15218506.000000 107799
13.632275729       b'ftdc'          335100 335080 18388517939027210784 13.632393     1984021.000000  117673
13.632404918       b'ftdc'          335100 335080 18388517938844771920 13.632407     15220716.000000 2210  
13.632400943       b'ftdc'          335100 335080 18388517939027210784 13.632412     1995515.000000  11494 
13.632545815       b'ftdc'          335100 335080 18388517938844771920 13.632610     15285052.000000 64336 
13.632541926       b'ftdc'          335100 335080 18388517939027208736 13.632616     1561511.000000  73968 
13.632626889       b'ftdc'          335100 335080 18388517938844771920 13.632629     15287123.000000 2071  
13.632623180       b'ftdc'          335100 335080 18388517939027208736 13.632634     1572521.000000  11010 
13.632696874       b'ftdc'          335100 335080 18388517938844771920 13.632834     15424597.000000 137474
13.632692624       b'ftdc'          335100 335080 18388517939027211552 13.632840     1784716.000000  147799
13.632852068       b'ftdc'          335100 335080 18388517938844771920 13.632859     15431441.000000 6844  
13.632848062       b'ftdc'          335100 335080 18388517939027211552 13.632864     1801106.000000  16390 
13.632917147       b'ftdc'          335100 335080 18388517938844771920 13.633100     15614200.000000 182759
13.632913093       b'ftdc'          335100 335080 18388517939027209760 13.633106     2264111.000000  192802
13.633117815       b'ftdc'          335100 335080 18388517938844771920 13.633164     15660305.000000 46105 
13.633113701       b'ftdc'          335100 335080 18388517939027209760 13.633170     2320005.000000  55894 
13.633181430       b'ftdc'          335100 335080 18388517938844771920 13.633185     15663820.000000 3515  
13.633177650       b'ftdc'          335100 335080 18388517939027209760 13.633190     2332450.000000  12445 
13.632244618       b'ftdc'          335100 335080 18446744071655467912 13.632250     145232.000000   4980  
13.632517040       b'ftdc'          335100 335080 18446744071655467912 13.632521     148903.000000   3671  
13.651769690       b'ftdc'          335100 335080 18388517938844771920 13.651870     15763633.000000 99813 
13.651765185       b'ftdc'          335100 335080 18388517939027210272 13.651879     1632276.000000  114118
13.651892783       b'ftdc'          335100 335080 18388517938844771920 13.651895     15765808.000000 2175  
13.651888723       b'ftdc'          335100 335080 18388517939027210272 13.651901     1644466.000000  12190 
13.651989337       b'ftdc'          335100 335080 18388517939027208224 13.652012     1518246.000000  22999 
13.652022571       b'ftdc'          335100 335080 18388517939027208224 13.652033     1528721.000000  10475 
13.652068901       b'ftdc'          335100 335080 18446744071631907152 13.652085     598552.000000   16460 
13.652064112       b'ftdc'          335100 335080 18388517938844771920 13.652096     15798182.000000 32374 
13.652060117       b'ftdc'          335100 335080 18388517939027213856 13.652102     1176350.000000  42069 
13.652113611       b'ftdc'          335100 335080 18388517938844771920 13.652116     15800447.000000 2265  
13.652109980       b'ftdc'          335100 335080 18388517939027213856 13.652121     1187846.000000  11496 
13.652170330       b'ftdc'          335100 335080 18446744071631907152 13.652181     609578.000000   11026 
13.652165601       b'ftdc'          335100 335080 18388517938844771920 13.652192     15826975.000000 26528 
13.652161640       b'ftdc'          335100 335080 18388517939027207200 13.652198     1269376.000000  35869 
13.652208595       b'ftdc'          335100 335080 18388517938844771920 13.652211     15829205.000000 2230  
13.652204909       b'ftdc'          335100 335080 18388517939027207200 13.652216     1280511.000000  11135 
13.652254940       b'ftdc'          335100 335080 18446744071631907152 13.652265     619683.000000   10105 
13.652249700       b'ftdc'          335100 335080 18388517938844771920 13.652274     15853555.000000 24350 
13.652245675       b'ftdc'          335100 335080 18388517939027207456 13.652279     1153248.000000  33524 
13.652290094       b'ftdc'          335100 335080 18388517938844771920 13.652292     15855674.000000 2119  
13.652286299       b'ftdc'          335100 335080 18388517939027207456 13.652297     1164322.000000  11074 
14.003644273       b'mongod'        335091 335080 18388517939129509920 14.003680     97782.000000    36135 
14.003691583       b'mongod'        335091 335080 18388517939129509920 14.003695     101056.000000   3274  
14.003722593       b'mongod'        335091 335080 18388517939129510176 14.003741     120841.000000   18720 
14.003750461       b'mongod'        335091 335080 18388517939129510176 14.003753     123716.000000   2875  
14.003655008       b'mongod'        335091 335080 18388517964412566376 14.003659     101981.000000   4300  
14.003727413       b'mongod'        335091 335080 18388517964412566376 14.003730     104774.000000   2793  
14.630372863       b'ftdc'          335100 335080 18388517938844771920 14.630390     15873049.000000 17375 
14.630368028       b'ftdc'          335100 335080 18388517939027207456 14.630400     1195932.000000  31610 
14.631436567       b'ftdc'          335100 335080 18388517938844771920 14.631453     15889279.000000 16230 
14.631431823       b'ftdc'          335100 335080 18388517939027207200 14.631459     1308035.000000  27524 
14.631498522       b'ftdc'          335100 335080 18388517938844771920 14.631513     15904234.000000 14955 
14.631494367       b'ftdc'          335100 335080 18388517939027213856 14.631519     1212825.000000  24979 
14.631782743       b'ftdc'          335100 335080 18388517938844771920 14.631932     16053133.000000 148899
14.631778265       b'ftdc'          335100 335080 18388517939027208224 14.631938     1688249.000000  159528
14.631951043       b'ftdc'          335100 335080 18388517938844771920 14.631953     16055218.000000 2085  
14.631947112       b'ftdc'          335100 335080 18388517939027208224 14.631958     1699490.000000  11241 
14.632016591       b'ftdc'          335100 335080 18388517938844771920 14.632042     16080854.000000 25636 
14.632012422       b'ftdc'          335100 335080 18388517939027210272 14.632048     1680216.000000  35750 
14.632060417       b'ftdc'          335100 335080 18388517938844771920 14.632063     16082998.000000 2144  
14.632055767       b'ftdc'          335100 335080 18388517939027210272 14.632068     1692281.000000  12065 
14.632167291       b'ftdc'          335100 335080 18388517938844771920 14.632272     16187526.000000 104528
14.632163296       b'ftdc'          335100 335080 18388517939027209760 14.632277     2446458.000000  114008
14.632288963       b'ftdc'          335100 335080 18388517938844771920 14.632291     16189702.000000 2176  
14.632285098       b'ftdc'          335100 335080 18388517939027209760 14.632296     2457778.000000  11320 
14.632425862       b'ftdc'          335100 335080 18388517938844771920 14.632489     16252847.000000 63145 
14.632421862       b'ftdc'          335100 335080 18388517939027211552 14.632495     1873925.000000  72819 
14.632505872       b'ftdc'          335100 335080 18388517938844771920 14.632508     16255027.000000 2180  
14.632502127       b'ftdc'          335100 335080 18388517939027211552 14.632513     1885107.000000  11182 
14.632573242       b'ftdc'          335100 335080 18388517938844771920 14.632705     16386475.000000 131448
14.632568982       b'ftdc'          335100 335080 18388517939027208736 14.632710     1714018.000000  141497
14.632722314       b'ftdc'          335100 335080 18388517938844771920 14.632730     16393796.000000 7321  
14.632718084       b'ftdc'          335100 335080 18388517939027208736 14.632735     1731109.000000  17091 
14.632785818       b'ftdc'          335100 335080 18388517938844771920 14.632965     16572855.000000 179059
14.632781724       b'ftdc'          335100 335080 18388517939027210784 14.632971     2184409.000000  188894
14.632982367       b'ftdc'          335100 335080 18388517938844771920 14.633027     16617815.000000 44960 
14.632978537       b'ftdc'          335100 335080 18388517939027210784 14.633033     2238664.000000  54255 
14.633044476       b'ftdc'          335100 335080 18388517938844771920 14.633048     16621626.000000 3811  
14.633040642       b'ftdc'          335100 335080 18388517939027210784 14.633053     2251323.000000  12659 
14.632132311       b'ftdc'          335100 335080 18446744071655467912 14.632137     153737.000000   4834  
14.632397302       b'ftdc'          335100 335080 18446744071655467912 14.632401     157228.000000   3491  
14.661042317       b'ftdc'          335100 335080 18388517938844771920 14.661138     16717536.000000 95910 
14.661037942       b'ftdc'          335100 335080 18388517939027213600 14.661148     1140518.000000  109615
14.661160251       b'ftdc'          335100 335080 18388517938844771920 14.661163     16719787.000000 2251  
14.661156217       b'ftdc'          335100 335080 18388517939027213600 14.661168     1152762.000000  12244 
14.661248155       b'ftdc'          335100 335080 18388517939027207968 14.661270     885217.000000   22191 
14.661279726       b'ftdc'          335100 335080 18388517939027207968 14.661290     895617.000000   10400 
14.661325195       b'ftdc'          335100 335080 18446744071631907152 14.661342     636108.000000   16425 
14.661320400       b'ftdc'          335100 335080 18388517938844771920 14.661352     16751856.000000 32069 
14.661316289       b'ftdc'          335100 335080 18388517939027210016 14.661358     366941.000000   41880 
14.661369584       b'ftdc'          335100 335080 18388517938844771920 14.661372     16754191.000000 2335  
14.661365849       b'ftdc'          335100 335080 18388517939027210016 14.661378     378727.000000   11786 
14.661426528       b'ftdc'          335100 335080 18446744071631907152 14.661437     646299.000000   10191 
14.661422033       b'ftdc'          335100 335080 18388517938844771920 14.661447     16778836.000000 24645 
14.661418064       b'ftdc'          335100 335080 18388517939027206176 14.661452     347021.000000   33780 
14.661463089       b'ftdc'          335100 335080 18388517938844771920 14.661465     16780866.000000 2030  
14.661459349       b'ftdc'          335100 335080 18388517939027206176 14.661470     357881.000000   10860 
14.661506823       b'ftdc'          335100 335080 18446744071631907152 14.661517     656254.000000   9955  
14.661502174       b'ftdc'          335100 335080 18388517938844771920 14.661525     16803969.000000 23103 
14.661498193       b'ftdc'          335100 335080 18388517939027206432 14.661530     370902.000000   32290 
14.661541123       b'ftdc'          335100 335080 18388517938844771920 14.661543     16806059.000000 2090  
14.661537477       b'ftdc'          335100 335080 18388517939027206432 14.661548     381877.000000   10975 
15.003891039       b'mongod'        335091 335080 18388517964412566376 15.003896     109682.000000   4908  
15.003972646       b'mongod'        335091 335080 18388517964412566376 15.003976     112626.000000   2944  
15.003873952       b'mongod'        335091 335080 18388517939129513504 15.003923     49010.000000    49010 
15.003936051       b'mongod'        335091 335080 18388517939129513504 15.003939     52331.000000    3321  
15.003967846       b'mongod'        335091 335080 18388517939129509920 15.003986     119511.000000   18455 
15.003995380       b'mongod'        335091 335080 18388517939129509920 15.003998     122421.000000   2910  
15.630360006       b'ftdc'          335100 335080 18388517938844771920 15.630376     16822549.000000 16490 
15.630355395       b'ftdc'          335100 335080 18388517939027206432 15.630385     411887.000000   30010 
15.631444159       b'ftdc'          335100 335080 18388517938844771920 15.631460     16838119.000000 15570 
15.631439595       b'ftdc'          335100 335080 18388517939027206176 15.631468     386030.000000   28149 
15.631507119       b'ftdc'          335100 335080 18388517938844771920 15.631522     16853185.000000 15066 
15.631503040       b'ftdc'          335100 335080 18388517939027210016 15.631528     404101.000000   25374 
15.631786152       b'ftdc'          335100 335080 18388517938844771920 15.631937     17004147.000000 150962
15.631781646       b'ftdc'          335100 335080 18388517939027207968 15.631944     1057550.000000  161933
15.631958234       b'ftdc'          335100 335080 18388517938844771920 15.631960     17006168.000000 2021  
15.631954198       b'ftdc'          335100 335080 18388517939027207968 15.631965     1068842.000000  11292 
15.632019750       b'ftdc'          335100 335080 18388517938844771920 15.632045     17031681.000000 25513 
15.632015564       b'ftdc'          335100 335080 18388517939027213600 15.632051     1188186.000000  35424 
15.632062379       b'ftdc'          335100 335080 18388517938844771920 15.632064     17033641.000000 1960  
15.632058594       b'ftdc'          335100 335080 18388517939027213600 15.632070     1199155.000000  10969 
15.632168633       b'ftdc'          335100 335080 18388517938844771920 15.632272     17137475.000000 103834
15.632163792       b'ftdc'          335100 335080 18388517939027210784 15.632278     2365768.000000  114445
15.632289776       b'ftdc'          335100 335080 18388517938844771920 15.632292     17139701.000000 2226  
15.632285841       b'ftdc'          335100 335080 18388517939027210784 15.632297     2377159.000000  11391 
15.632424205       b'ftdc'          335100 335080 18388517938844771920 15.632486     17201215.000000 61514 
15.632420236       b'ftdc'          335100 335080 18388517939027208736 15.632491     1802323.000000  71214 
15.632502779       b'ftdc'          335100 335080 18388517938844771920 15.632505     17203446.000000 2231  
15.632498925       b'ftdc'          335100 335080 18388517939027208736 15.632510     1813677.000000  11354 
15.632568594       b'ftdc'          335100 335080 18388517938844771920 15.632699     17333483.000000 130037
15.632564414       b'ftdc'          335100 335080 18388517939027211552 15.632705     2025395.000000  140288
15.632716413       b'ftdc'          335100 335080 18388517938844771920 15.632724     17340757.000000 7274  
15.632712297       b'ftdc'          335100 335080 18388517939027211552 15.632729     2042313.000000  16918 
15.632777981       b'ftdc'          335100 335080 18388517938844771920 15.632955     17517690.000000 176933
15.632773838       b'ftdc'          335100 335080 18388517939027209760 15.632961     2644775.000000  186997
15.632972879       b'ftdc'          335100 335080 18388517938844771920 15.633018     17562871.000000 45181 
15.632968775       b'ftdc'          335100 335080 18388517939027209760 15.633024     2699544.000000  54769 
15.633035045       b'ftdc'          335100 335080 18388517938844771920 15.633039     17566640.000000 3769  
15.633031225       b'ftdc'          335100 335080 18388517939027209760 15.633044     2712318.000000  12774 
15.632134344       b'ftdc'          335100 335080 18446744071655467912 15.632139     161891.000000   4663  
