Attached kprobe to mutex_lock and kretprobe to mutex_unlock
Attached kprobe to _raw_write_lock and kretprobe to _raw_write_unlock
Attached kprobe to _raw_read_lock and kretprobe to _raw_read_unlock
Tracing  locks for 30 seconds
TIME(s)            COMM             PID    LOCKTIME
31.650801583       b'ftdc'          335100 335080 18388517938868911904 31.650915     749089.000000   113315
31.650927163       b'ftdc'          335100 335080 18388517938844771920 31.650929     33339905.000000 2250  
31.650923062       b'ftdc'          335100 335080 18388517938868911904 31.650935     761130.000000   12041 
31.651026717       b'ftdc'          335100 335080 18388517938868911136 31.651056     875729.000000   29485 
31.651065631       b'ftdc'          335100 335080 18388517938868911136 31.651077     886694.000000   10965 
31.651113626       b'ftdc'          335100 335080 18446744071631907152 31.651130     1301195.000000  16535 
31.651108380       b'ftdc'          335100 335080 18388517938844771920 31.651141     33372241.000000 32336 
31.651104206       b'ftdc'          335100 335080 18388517938868903968 31.651146     810272.000000   42054 
31.651157435       b'ftdc'          335100 335080 18388517938844771920 31.651160     33374475.000000 2234  
31.651153811       b'ftdc'          335100 335080 18388517938868903968 31.651165     821495.000000   11223 
31.651221699       b'ftdc'          335100 335080 18446744071631907152 31.651234     1313651.000000  12456 
31.651217019       b'ftdc'          335100 335080 18388517938844771920 31.651245     33402065.000000 27590 
31.651213190       b'ftdc'          335100 335080 18388517938868905504 31.651250     619840.000000   36790 
31.651260788       b'ftdc'          335100 335080 18388517938844771920 31.651263     33404211.000000 2146  
31.651257120       b'ftdc'          335100 335080 18388517938868905504 31.651268     630848.000000   11008 
31.651306213       b'ftdc'          335100 335080 18446744071631907152 31.651317     1324581.000000  10930 
31.651301678       b'ftdc'          335100 335080 18388517938844771920 31.651326     33428071.000000 23860 
31.651297699       b'ftdc'          335100 335080 18388517938868904480 31.651331     1098492.000000  32970 
31.651341674       b'ftdc'          335100 335080 18388517938844771920 31.651344     33430126.000000 2055  
31.651337959       b'ftdc'          335100 335080 18388517938868904480 31.651349     1109361.000000  10869 
32.008304998       b'mongod'        335091 335080 18388517964412566376 32.008309     236939.000000   4350  
32.008391791       b'mongod'        335091 335080 18388517964412566376 32.008395     239729.000000   2790  
32.008287863       b'mongod'        335091 335080 18388517952746800416 32.008337     49095.000000    49095 
32.008351097       b'mongod'        335091 335080 18388517952746800416 32.008354     52469.000000    3374  
32.008386772       b'mongod'        335091 335080 18388517952746800160 32.008406     131573.000000   19554 
32.008416161       b'mongod'        335091 335080 18388517952746800160 32.008419     134344.000000   2771  
32.630484208       b'ftdc'          335100 335080 18388517938844771920 32.630517     33463199.000000 33073 
32.630478007       b'ftdc'          335100 335080 18388517938868904480 32.630528     1159400.000000  50039 
32.631835784       b'ftdc'          335100 335080 18388517938844771920 32.631855     33482084.000000 18885 
32.631830220       b'ftdc'          335100 335080 18388517938868905504 32.631864     664741.000000   33893 
32.631905859       b'ftdc'          335100 335080 18388517938844771920 32.631921     33497258.000000 15174 
32.631901489       b'ftdc'          335100 335080 18388517938868903968 32.631928     847540.000000   26045 
32.632260179       b'ftdc'          335100 335080 18388517938844771920 32.632418     33655153.000000 157895
32.632255633       b'ftdc'          335100 335080 18388517938868911136 32.632424     1055409.000000  168715
32.632439794       b'ftdc'          335100 335080 18388517938844771920 32.632442     33657223.000000 2070  
32.632435884       b'ftdc'          335100 335080 18388517938868911136 32.632447     1066593.000000  11184 
32.632513903       b'ftdc'          335100 335080 18388517938844771920 32.632541     33683987.000000 26764 
32.632509728       b'ftdc'          335100 335080 18388517938868911904 32.632547     798134.000000   37004 
32.632558176       b'ftdc'          335100 335080 18388517938844771920 32.632560     33686058.000000 2071  
32.632554322       b'ftdc'          335100 335080 18388517938868911904 32.632565     809079.000000   10945 
32.632682481       b'ftdc'          335100 335080 18388517938844771920 32.632790     33793487.000000 107429
32.632677936       b'ftdc'          335100 335080 18388517938868909344 32.632796     1448151.000000  117929
32.632807814       b'ftdc'          335100 335080 18388517938844771920 32.632810     33795557.000000 2070  
32.632803720       b'ftdc'          335100 335080 18388517938868909344 32.632815     1459600.000000  11449 
32.632957929       b'ftdc'          335100 335080 18388517938844771920 32.633025     33862735.000000 67178 
32.632953649       b'ftdc'          335100 335080 18388517938868904992 32.633031     1237370.000000  77089 
32.633042518       b'ftdc'          335100 335080 18388517938844771920 32.633045     33864834.000000 2099  
32.633038537       b'ftdc'          335100 335080 18388517938868904992 32.633050     1248681.000000  11311 
32.633115887       b'ftdc'          335100 335080 18388517938844771920 32.633253     34002043.000000 137209
32.633111612       b'ftdc'          335100 335080 18388517938868909856 32.633260     1440353.000000  147889
32.633271100       b'ftdc'          335100 335080 18388517938844771920 32.633278     34009063.000000 7020  
32.633267210       b'ftdc'          335100 335080 18388517938868909856 32.633284     1456648.000000  16295 
32.633337024       b'ftdc'          335100 335080 18388517938844771920 32.633522     34193752.000000 184689
32.633333059       b'ftdc'          335100 335080 18388517938868910624 32.633528     1483667.000000  194619
32.633539213       b'ftdc'          335100 335080 18388517938844771920 32.633585     34239361.000000 45609 
32.633535383       b'ftdc'          335100 335080 18388517938868910624 32.633590     1538588.000000  54921 
32.633602121       b'ftdc'          335100 335080 18388517938844771920 32.633606     34242812.000000 3451  
32.633598242       b'ftdc'          335100 335080 18388517938868910624 32.633611     1550898.000000  12310 
32.632643202       b'ftdc'          335100 335080 18446744071655467912 32.632648     311990.000000   5035  
32.632927828       b'ftdc'          335100 335080 18446744071655467912 32.632932     315761.000000   3771  
32.654079292       b'ftdc'          335100 335080 18388517938844771920 32.654180     34343147.000000 100335
32.654074928       b'ftdc'          335100 335080 18388517938868904736 32.654189     997340.000000   113789
32.654201082       b'ftdc'          335100 335080 18388517938844771920 32.654203     34345512.000000 2365  
32.654197031       b'ftdc'          335100 335080 18388517938868904736 32.654209     1009496.000000  12156 
32.654299975       b'ftdc'          335100 335080 18388517938868908064 32.654327     661384.000000   27375 
32.654336100       b'ftdc'          335100 335080 18388517938868908064 32.654347     671854.000000   10470 
32.654380574       b'ftdc'          335100 335080 18446744071631907152 32.654399     1342852.000000  18271 
32.654375599       b'ftdc'          335100 335080 18388517938844771920 32.654410     34379818.000000 34306 
32.654371440       b'ftdc'          335100 335080 18388517938868910880 32.654415     417375.000000   43900 
32.654427279       b'ftdc'          335100 335080 18388517938844771920 32.654430     34382104.000000 2286  
32.654423555       b'ftdc'          335100 335080 18388517938868910880 32.654435     428550.000000   11175 
32.654504803       b'ftdc'          335100 335080 18446744071631907152 32.654515     1353373.000000  10521 
32.654487264       b'ftdc'          335100 335080 18388517938844771920 32.654525     34420033.000000 37929 
32.654483328       b'ftdc'          335100 335080 18388517938868907808 32.654531     403394.000000   47591 
32.654549069       b'ftdc'          335100 335080 18388517938844771920 32.654551     34422288.000000 2255  
32.654545233       b'ftdc'          335100 335080 18388517938868907808 32.654556     414645.000000   11251 
32.654595073       b'ftdc'          335100 335080 18446744071631907152 32.654604     1362417.000000  9044  
32.654590453       b'ftdc'          335100 335080 18388517938844771920 32.654612     34444202.000000 21914 
32.654586373       b'ftdc'          335100 335080 18388517938868908832 32.654618     707507.000000   31235 
32.654628633       b'ftdc'          335100 335080 18388517938844771920 32.654631     34446401.000000 2199  
32.654624863       b'ftdc'          335100 335080 18388517938868908832 32.654636     718711.000000   11204 
33.008568271       b'mongod'        335091 335080 18388517964412566376 33.008572     243814.000000   4085  
33.008661552       b'mongod'        335091 335080 18388517964412566376 33.008665     246844.000000   3030  
33.008555132       b'mongod'        335091 335080 18388517952746805792 33.008601     117380.000000   46105 
33.008617227       b'mongod'        335091 335080 18388517952746805792 33.008621     120719.000000   3339  
33.008654321       b'mongod'        335091 335080 18388517952746806816 33.008676     21260.000000    21260 
33.008685090       b'mongod'        335091 335080 18388517952746806816 33.008688     24036.000000    2776  
33.630395628       b'ftdc'          335100 335080 18388517938844771920 33.630413     34463885.000000 17484 
33.630389722       b'ftdc'          335100 335080 18388517938868908832 33.630422     751281.000000   32570 

 Print the lock statistics: 
LOCK_NAME          TOTAL_LOCKTIME(s) TOTAL_LOCKCOUNT
mutex              0.080879         1896
write_lock         0.000021         4
read_lock          0.000891         220
The total time of acquiring locks is: 0.081791203 s
Events collected during tracing:
Lock Address: 18388517955038364816
  Lock Name: read_lock
  Total Lock Time: 19234 ns
  Lock Count: 4
  PIDs: {335100}
  TIDs: {335080}
  Stack Traces:
    Trace: b'_raw_read_lock'<br>b'ext4_mb_new_blocks'<br>b'ext4_ext_map_blocks'<br>b'ext4_map_blocks'<br>b'mpage_map_one_extent'<br>b'mpage_map_and_submit_extent'<br>b'ext4_do_writepages'<br>b'ext4_writepages'<br>b'do_writepages'<br>b'filemap_fdatawrite_wbc'<br>b'__filemap_fdatawrite_range'<br>b'filemap_flush'<br>b'ext4_alloc_da_blocks'<br>b'ext4_rename'<br>b'ext4_rename2'<br>b'vfs_rename'<br>b'do_renameat2'<br>b'__x64_sys_rename'<br>b'x64_sys_call'<br>b'do_syscall_64'<br>b'entry_SYSCALL_64_after_hwframe'<br>
      Count: 1
      Time: 4380 ns
    Trace: b'_raw_write_lock'<br>b'ext4_da_update_reserve_space'<br>b'ext4_ext_map_blocks'<br>b'ext4_map_blocks'<br>b'mpage_map_one_extent'<br>b'mpage_map_and_submit_extent'<br>b'ext4_do_writepages'<br>b'ext4_writepages'<br>b'do_writepages'<br>b'filemap_fdatawrite_wbc'<br>b'__filemap_fdatawrite_range'<br>b'filemap_flush'<br>b'ext4_alloc_da_blocks'<br>b'ext4_rename'<br>b'ext4_rename2'<br>b'vfs_rename'<br>b'do_renameat2'<br>b'__x64_sys_rename'<br>b'x64_sys_call'<br>b'do_syscall_64'<br>b'entry_SYSCALL_64_after_hwframe'<br>
      Count: 1
      Time: 8876 ns
    Trace: b'_raw_write_lock'<br>b'ext4_truncate'<br>b'ext4_evict_inode'<br>b'evict'<br>b'iput'<br>b'dentry_unlink_inode'<br>b'__dentry_kill'<br>b'dput'<br>b'do_renameat2'<br>b'__x64_sys_rename'<br>b'x64_sys_call'<br>b'do_syscall_64'<br>b'entry_SYSCALL_64_after_hwframe'<br>
      Count: 1
      Time: 2974 ns
    Trace: b'_raw_write_lock'<br>b'ext4_clear_inode'<br>b'ext4_free_inode'<br>b'ext4_evict_inode'<br>b'evict'<br>b'iput'<br>b'dentry_unlink_inode'<br>b'__dentry_kill'<br>b'dput'<br>b'do_renameat2'<br>b'__x64_sys_rename'<br>b'x64_sys_call'<br>b'do_syscall_64'<br>b'entry_SYSCALL_64_after_hwframe'<br>
      Count: 1
      Time: 3004 ns
Lock Address: 18388517955038362448
  Lock Name: write_lock
  Total Lock Time: 20701 ns
  Lock Count: 4
  PIDs: {335100}
  TIDs: {335080}
  Stack Traces:
    Trace: b'_raw_write_lock'<br>b'ext4_truncate'<br>b'ext4_evict_inode'<br>b'evict'<br>b'iput'<br>b'dentry_unlink_inode'<br>b'__dentry_kill'<br>b'dput'<br>b'do_renameat2'<br>b'__x64_sys_rename'<br>b'x64_sys_call'<br>b'do_syscall_64'<br>b'entry_SYSCALL_64_after_hwframe'<br>
      Count: 1
      Time: 6525 ns
    Trace: b'_raw_write_lock'<br>b'ext4_clear_inode'<br>b'ext4_free_inode'<br>b'ext4_evict_inode'<br>b'evict'<br>b'iput'<br>b'dentry_unlink_inode'<br>b'__dentry_kill'<br>b'dput'<br>b'do_renameat2'<br>b'__x64_sys_rename'<br>b'x64_sys_call'<br>b'do_syscall_64'<br>b'entry_SYSCALL_64_after_hwframe'<br>
      Count: 1
      Time: 4699 ns
    Trace: b'_raw_read_lock'<br>b'ext4_mb_new_blocks'<br>b'ext4_ext_map_blocks'<br>b'ext4_map_blocks'<br>b'mpage_map_one_extent'<br>b'mpage_map_and_submit_extent'<br>b'ext4_do_writepages'<br>b'ext4_writepages'<br>b'do_writepages'<br>b'filemap_fdatawrite_wbc'<br>b'__filemap_fdatawrite_range'<br>b'filemap_flush'<br>b'ext4_alloc_da_blocks'<br>b'ext4_rename'<br>b'ext4_rename2'<br>b'vfs_rename'<br>b'do_renameat2'<br>b'__x64_sys_rename'<br>b'x64_sys_call'<br>b'do_syscall_64'<br>b'entry_SYSCALL_64_after_hwframe'<br>
      Count: 1
      Time: 5506 ns
    Trace: b'_raw_write_lock'<br>b'ext4_da_update_reserve_space'<br>b'ext4_ext_map_blocks'<br>b'ext4_map_blocks'<br>b'mpage_map_one_extent'<br>b'mpage_map_and_submit_extent'<br>b'ext4_do_writepages'<br>b'ext4_writepages'<br>b'do_writepages'<br>b'filemap_fdatawrite_wbc'<br>b'__filemap_fdatawrite_range'<br>b'filemap_flush'<br>b'ext4_alloc_da_blocks'<br>b'ext4_rename'<br>b'ext4_rename2'<br>b'vfs_rename'<br>b'do_renameat2'<br>b'__x64_sys_rename'<br>b'x64_sys_call'<br>b'do_syscall_64'<br>b'entry_SYSCALL_64_after_hwframe'<br>
      Count: 1
      Time: 3971 ns
Lock Address: 18388517970947940920
  Lock Name: mutex
  Total Lock Time: 21939 ns
  Lock Count: 4
  PIDs: {335100}
  TIDs: {335080}
  Stack Traces:
    Trace: b'mutex_lock'<br>b'ext4_rename'<br>b'ext4_rename2'<br>b'vfs_rename'<br>b'do_renameat2'<br>b'__x64_sys_rename'<br>b'x64_sys_call'<br>b'do_syscall_64'<br>b'entry_SYSCALL_64_after_hwframe'<br>
      Count: 2
      Time: 13225 ns
    Trace: b'mutex_lock'<br>b'ext4_evict_inode'<br>b'evict'<br>b'iput'<br>b'dentry_unlink_inode'<br>b'__dentry_kill'<br>b'dput'<br>b'do_renameat2'<br>b'__x64_sys_rename'<br>b'x64_sys_call'<br>b'do_syscall_64'<br>b'entry_SYSCALL_64_after_hwframe'<br>
      Count: 2
      Time: 8714 ns
Lock Address: 18388517952746806816
  Lock Name: mutex
  Total Lock Time: 24036 ns
  Lock Count: 2
  PIDs: {335091}
  TIDs: {335080}
  Stack Traces:
    Trace: b'mutex_lock'<br>b'__x64_sys_getdents64'<br>b'x64_sys_call'<br>b'do_syscall_64'<br>b'entry_SYSCALL_64_after_hwframe'<br>
      Count: 2
      Time: 24036 ns
Lock Address: 18388517952746799904
  Lock Name: mutex
  Total Lock Time: 24054 ns
  Lock Count: 2
  PIDs: {335091}
  TIDs: {335080}
  Stack Traces:
    Trace: b'mutex_lock'<br>b'__x64_sys_getdents64'<br>b'x64_sys_call'<br>b'do_syscall_64'<br>b'entry_SYSCALL_64_after_hwframe'<br>
      Count: 2
      Time: 24054 ns
Lock Address: 18388517939016091936
  Lock Name: mutex
  Total Lock Time: 38449 ns
  Lock Count: 4
  PIDs: {335091}
  TIDs: {335080}
  Stack Traces:
    Trace: b'mutex_lock'<br>b'__x64_sys_getdents64'<br>b'x64_sys_call'<br>b'do_syscall_64'<br>b'entry_SYSCALL_64_after_hwframe'<br>
      Count: 4
      Time: 38449 ns
Lock Address: 18388517952746799392
  Lock Name: mutex
  Total Lock Time: 46355 ns
  Lock Count: 4
  PIDs: {335091}
  TIDs: {335080}
  Stack Traces:
    Trace: b'mutex_lock'<br>b'__x64_sys_getdents64'<br>b'x64_sys_call'<br>b'do_syscall_64'<br>b'entry_SYSCALL_64_after_hwframe'<br>
      Count: 4
      Time: 46355 ns
Lock Address: 18388517939129513504
  Lock Name: mutex
  Total Lock Time: 52331 ns
  Lock Count: 2
  PIDs: {335091}
  TIDs: {335080}
  Stack Traces:
    Trace: b'mutex_lock'<br>b'__x64_sys_getdents64'<br>b'x64_sys_call'<br>b'do_syscall_64'<br>b'entry_SYSCALL_64_after_hwframe'<br>
      Count: 2
      Time: 52331 ns
Lock Address: 18388517952746800416
  Lock Name: mutex
  Total Lock Time: 52469 ns
  Lock Count: 2
  PIDs: {335091}
  TIDs: {335080}
  Stack Traces:
    Trace: b'mutex_lock'<br>b'__x64_sys_getdents64'<br>b'x64_sys_call'<br>b'do_syscall_64'<br>b'entry_SYSCALL_64_after_hwframe'<br>
      Count: 2
      Time: 52469 ns
Lock Address: 18388517939016093472
  Lock Name: mutex
  Total Lock Time: 54541 ns
  Lock Count: 2
  PIDs: {335091}
  TIDs: {335080}
  Stack Traces:
    Trace: b'mutex_lock'<br>b'__x64_sys_getdents64'<br>b'x64_sys_call'<br>b'do_syscall_64'<br>b'entry_SYSCALL_64_after_hwframe'<br>
      Count: 2
      Time: 54541 ns
Lock Address: 18388517939129510432
  Lock Name: mutex
  Total Lock Time: 56379 ns
  Lock Count: 2
  PIDs: {335091}
  TIDs: {335080}
  Stack Traces:
    Trace: b'mutex_lock'<br>b'__x64_sys_getdents64'<br>b'x64_sys_call'<br>b'do_syscall_64'<br>b'entry_SYSCALL_64_after_hwframe'<br>
      Count: 2
      Time: 56379 ns
Lock Address: 18388517968167366216
  Lock Name: read_lock
  Total Lock Time: 64668 ns
  Lock Count: 13
  PIDs: {335100}
  TIDs: {335080}
  Stack Traces:
    Trace: b'_raw_read_lock'<br>b'ext4_map_blocks'<br>b'ext4_getblk'<br>b'ext4_bread_batch'<br>b'__ext4_find_entry'<br>b'ext4_lookup'<br>b'lookup_open.isra.0'<br>b'open_last_lookups'<br>b'path_openat'<br>b'do_filp_open'<br>b'do_sys_openat2'<br>b'__x64_sys_openat'<br>b'x64_sys_call'<br>b'do_syscall_64'<br>b'entry_SYSCALL_64_after_hwframe'<br>
      Count: 3
      Time: 24365 ns
    Trace: b'_raw_read_lock'<br>b'ext4_map_blocks'<br>b'ext4_getblk'<br>b'ext4_bread'<br>b'__ext4_read_dirblock'<br>b'ext4_add_entry'<br>b'ext4_add_nondir'<br>b'ext4_create'<br>b'lookup_open.isra.0'<br>b'open_last_lookups'<br>b'path_openat'<br>b'do_filp_open'<br>b'do_sys_openat2'<br>b'__x64_sys_openat'<br>b'x64_sys_call'<br>b'do_syscall_64'<br>b'entry_SYSCALL_64_after_hwframe'<br>
      Count: 3
      Time: 10623 ns
    Trace: b'_raw_read_lock'<br>b'ext4_map_blocks'<br>b'ext4_getblk'<br>b'ext4_bread_batch'<br>b'__ext4_find_entry'<br>b'ext4_find_entry'<br>b'ext4_rename'<br>b'ext4_rename2'<br>b'vfs_rename'<br>b'do_renameat2'<br>b'__x64_sys_rename'<br>b'x64_sys_call'<br>b'do_syscall_64'<br>b'entry_SYSCALL_64_after_hwframe'<br>
      Count: 6
      Time: 26379 ns
    Trace: b'_raw_read_lock'<br>b'ext4_map_blocks'<br>b'ext4_getblk'<br>b'ext4_bread'<br>b'__ext4_read_dirblock'<br>b'ext4_add_entry'<br>b'ext4_rename'<br>b'ext4_rename2'<br>b'vfs_rename'<br>b'do_renameat2'<br>b'__x64_sys_rename'<br>b'x64_sys_call'<br>b'do_syscall_64'<br>b'entry_SYSCALL_64_after_hwframe'<br>
      Count: 1
      Time: 3301 ns
Lock Address: 18388517952746803744
  Lock Name: mutex
  Total Lock Time: 71152 ns
  Lock Count: 4
  PIDs: {335091}
  TIDs: {335080}
  Stack Traces:
    Trace: b'mutex_lock'<br>b'__x64_sys_getdents64'<br>b'x64_sys_call'<br>b'do_syscall_64'<br>b'entry_SYSCALL_64_after_hwframe'<br>
      Count: 4
      Time: 71152 ns
Lock Address: 18388517939129515296
  Lock Name: mutex
  Total Lock Time: 73910 ns
  Lock Count: 4
  PIDs: {335091}
  TIDs: {335080}
  Stack Traces:
    Trace: b'mutex_lock'<br>b'__x64_sys_getdents64'<br>b'x64_sys_call'<br>b'do_syscall_64'<br>b'entry_SYSCALL_64_after_hwframe'<br>
      Count: 4
      Time: 73910 ns
Lock Address: 18388517952746806048
  Lock Name: mutex
  Total Lock Time: 78553 ns
  Lock Count: 4
  PIDs: {335091}
  TIDs: {335080}
  Stack Traces:
    Trace: b'mutex_lock'<br>b'__x64_sys_getdents64'<br>b'x64_sys_call'<br>b'do_syscall_64'<br>b'entry_SYSCALL_64_after_hwframe'<br>
      Count: 4
      Time: 78553 ns
Lock Address: 18388517952746801696
  Lock Name: mutex
  Total Lock Time: 84418 ns
  Lock Count: 4
  PIDs: {335091}
  TIDs: {335080}
  Stack Traces:
    Trace: b'mutex_lock'<br>b'__x64_sys_getdents64'<br>b'x64_sys_call'<br>b'do_syscall_64'<br>b'entry_SYSCALL_64_after_hwframe'<br>
      Count: 4
      Time: 84418 ns
Lock Address: 18388517955038364840
  Lock Name: read_lock
  Total Lock Time: 85695 ns
  Lock Count: 19
  PIDs: {335100}
  TIDs: {335080}
  Stack Traces:
    Trace: b'_raw_read_lock'<br>b'ext4_da_map_blocks.constprop.0'<br>b'ext4_da_get_block_prep'<br>b'ext4_block_write_begin'<br>b'ext4_da_write_begin'<br>b'generic_perform_write'<br>b'ext4_buffered_write_iter'<br>b'ext4_file_write_iter'<br>b'do_iter_readv_writev'<br>b'do_iter_write'<br>b'vfs_writev'<br>b'do_writev'<br>b'__x64_sys_writev'<br>b'x64_sys_call'<br>b'do_syscall_64'<br>b'entry_SYSCALL_64_after_hwframe'<br>
      Count: 6
      Time: 23914 ns
    Trace: b'_raw_read_lock'<br>b'ext4_ext_map_blocks'<br>b'ext4_da_map_blocks.constprop.0'<br>b'ext4_da_get_block_prep'<br>b'ext4_block_write_begin'<br>b'ext4_da_write_begin'<br>b'generic_perform_write'<br>b'ext4_buffered_write_iter'<br>b'ext4_file_write_iter'<br>b'do_iter_readv_writev'<br>b'do_iter_write'<br>b'vfs_writev'<br>b'do_writev'<br>b'__x64_sys_writev'<br>b'x64_sys_call'<br>b'do_syscall_64'<br>b'entry_SYSCALL_64_after_hwframe'<br>
      Count: 1
      Time: 8091 ns
    Trace: b'_raw_read_lock'<br>b'ext4_map_blocks'<br>b'mpage_map_one_extent'<br>b'mpage_map_and_submit_extent'<br>b'ext4_do_writepages'<br>b'ext4_writepages'<br>b'do_writepages'<br>b'filemap_fdatawrite_wbc'<br>b'__filemap_fdatawrite_range'<br>b'filemap_flush'<br>b'ext4_alloc_da_blocks'<br>b'ext4_rename'<br>b'ext4_rename2'<br>b'vfs_rename'<br>b'do_renameat2'<br>b'__x64_sys_rename'<br>b'x64_sys_call'<br>b'do_syscall_64'<br>b'entry_SYSCALL_64_after_hwframe'<br>
      Count: 2
      Time: 9421 ns
    Trace: b'_raw_write_lock'<br>b'ext4_ext_map_blocks'<br>b'ext4_da_map_blocks.constprop.0'<br>b'ext4_da_get_block_prep'<br>b'ext4_block_write_begin'<br>b'ext4_da_write_begin'<br>b'generic_perform_write'<br>b'ext4_buffered_write_iter'<br>b'ext4_file_write_iter'<br>b'do_iter_readv_writev'<br>b'do_iter_write'<br>b'vfs_writev'<br>b'do_writev'<br>b'__x64_sys_writev'<br>b'x64_sys_call'<br>b'do_syscall_64'<br>b'entry_SYSCALL_64_after_hwframe'<br>
      Count: 1
      Time: 9378 ns
    Trace: b'_raw_write_lock'<br>b'ext4_da_map_blocks.constprop.0'<br>b'ext4_da_get_block_prep'<br>b'ext4_block_write_begin'<br>b'ext4_da_write_begin'<br>b'generic_perform_write'<br>b'ext4_buffered_write_iter'<br>b'ext4_file_write_iter'<br>b'do_iter_readv_writev'<br>b'do_iter_write'<br>b'vfs_writev'<br>b'do_writev'<br>b'__x64_sys_writev'<br>b'x64_sys_call'<br>b'do_syscall_64'<br>b'entry_SYSCALL_64_after_hwframe'<br>
      Count: 6
      Time: 20333 ns
    Trace: b'_raw_write_lock'<br>b'ext4_map_blocks'<br>b'mpage_map_one_extent'<br>b'mpage_map_and_submit_extent'<br>b'ext4_do_writepages'<br>b'ext4_writepages'<br>b'do_writepages'<br>b'filemap_fdatawrite_wbc'<br>b'__filemap_fdatawrite_range'<br>b'filemap_flush'<br>b'ext4_alloc_da_blocks'<br>b'ext4_rename'<br>b'ext4_rename2'<br>b'vfs_rename'<br>b'do_renameat2'<br>b'__x64_sys_rename'<br>b'x64_sys_call'<br>b'do_syscall_64'<br>b'entry_SYSCALL_64_after_hwframe'<br>
      Count: 1
      Time: 4879 ns
    Trace: b'_raw_write_lock'<br>b'ext4_ext_truncate'<br>b'ext4_truncate'<br>b'ext4_evict_inode'<br>b'evict'<br>b'iput'<br>b'dentry_unlink_inode'<br>b'__dentry_kill'<br>b'dput'<br>b'do_renameat2'<br>b'__x64_sys_rename'<br>b'x64_sys_call'<br>b'do_syscall_64'<br>b'entry_SYSCALL_64_after_hwframe'<br>
      Count: 1
      Time: 6895 ns
    Trace: b'_raw_write_lock'<br>b'ext4_clear_inode'<br>b'ext4_free_inode'<br>b'ext4_evict_inode'<br>b'evict'<br>b'iput'<br>b'dentry_unlink_inode'<br>b'__dentry_kill'<br>b'dput'<br>b'do_renameat2'<br>b'__x64_sys_rename'<br>b'x64_sys_call'<br>b'do_syscall_64'<br>b'entry_SYSCALL_64_after_hwframe'<br>
      Count: 1
      Time: 2784 ns
Lock Address: 18388517939016096032
  Lock Name: mutex
  Total Lock Time: 91191 ns
  Lock Count: 4
  PIDs: {335091}
  TIDs: {335080}
  Stack Traces:
    Trace: b'mutex_lock'<br>b'__x64_sys_getdents64'<br>b'x64_sys_call'<br>b'do_syscall_64'<br>b'entry_SYSCALL_64_after_hwframe'<br>
      Count: 4
      Time: 91191 ns
Lock Address: 18388517939129509664
  Lock Name: mutex
  Total Lock Time: 96986 ns
  Lock Count: 6
  PIDs: {335091}
  TIDs: {335080}
  Stack Traces:
    Trace: b'mutex_lock'<br>b'__x64_sys_getdents64'<br>b'x64_sys_call'<br>b'do_syscall_64'<br>b'entry_SYSCALL_64_after_hwframe'<br>
      Count: 6
      Time: 96986 ns
Lock Address: 18388517939042112544
  Lock Name: mutex
  Total Lock Time: 98811 ns
  Lock Count: 4
  PIDs: {335100}
  TIDs: {335080}
  Stack Traces:
    Trace: b'mutex_lock'<br>b'ksys_read'<br>b'__x64_sys_read'<br>b'x64_sys_call'<br>b'do_syscall_64'<br>b'entry_SYSCALL_64_after_hwframe'<br>
      Count: 4
      Time: 98811 ns
Lock Address: 18388517952746801184
  Lock Name: mutex
  Total Lock Time: 100429 ns
  Lock Count: 6
  PIDs: {335091}
  TIDs: {335080}
  Stack Traces:
    Trace: b'mutex_lock'<br>b'__x64_sys_getdents64'<br>b'x64_sys_call'<br>b'do_syscall_64'<br>b'entry_SYSCALL_64_after_hwframe'<br>
      Count: 6
      Time: 100429 ns
Lock Address: 18408054449959900240
  Lock Name: mutex
  Total Lock Time: 100691 ns
  Lock Count: 2
  PIDs: {335100}
  TIDs: {335080}
  Stack Traces:
    Trace: b'mutex_lock'<br>b'ext4_mb_new_blocks'<br>b'ext4_ext_map_blocks'<br>b'ext4_map_blocks'<br>b'mpage_map_one_extent'<br>b'mpage_map_and_submit_extent'<br>b'ext4_do_writepages'<br>b'ext4_writepages'<br>b'do_writepages'<br>b'filemap_fdatawrite_wbc'<br>b'__filemap_fdatawrite_range'<br>b'filemap_flush'<br>b'ext4_alloc_da_blocks'<br>b'ext4_rename'<br>b'ext4_rename2'<br>b'vfs_rename'<br>b'do_renameat2'<br>b'__x64_sys_rename'<br>b'x64_sys_call'<br>b'do_syscall_64'<br>b'entry_SYSCALL_64_after_hwframe'<br>
      Count: 2
      Time: 100691 ns
Lock Address: 18388517971053379656
  Lock Name: read_lock
  Total Lock Time: 107082 ns
  Lock Count: 27
  PIDs: {335100}
  TIDs: {335080}
  Stack Traces:
    Trace: b'_raw_read_lock'<br>b'jbd2__journal_start'<br>b'__ext4_journal_start_sb'<br>b'__ext4_new_inode'<br>b'ext4_create'<br>b'lookup_open.isra.0'<br>b'open_last_lookups'<br>b'path_openat'<br>b'do_filp_open'<br>b'do_sys_openat2'<br>b'__x64_sys_openat'<br>b'x64_sys_call'<br>b'do_syscall_64'<br>b'entry_SYSCALL_64_after_hwframe'<br>
      Count: 3
      Time: 14271 ns
